Google Ads,Adventmarkt Touristik,11/12/19,7,22425
Google Ads,Adventmarkt Touristik,11/13/19,16,45452
Google Ads,Firmen Mitgliedschaft,02/12/19,0,4
Google Ads,GDN_Retargeting,01/01/19,32,17079
Google Ads,GDN_Retargeting,01/02/19,24,22139
Google Ads,GDN_Retargeting,01/03/19,21,21947
Google Ads,GDN_Retargeting,01/04/19,20,19386
Twitter Ads,DE|SN|Skullcandy,02/07/19,13,126
Twitter Ads,DE|SN|Skullcandy,02/08/19,4,90
